BU,Form/Fragment Name,Form/Fragment Path,Field CSS Class,data-dropdown-json value,Notes
mi,country-state,/content/forms/af/spglobal/mi/jp/form-fragments/country-state,market-intelligence_complianceCountry,/api/assets/spglobal/market-intelligence/en/content-fragments/country-states-cf.json,
mi,country-state-city,/content/forms/af/spglobal/mi/jp/form-fragments/country-state-city,market-intelligence_complianceCountry,/api/assets/spglobal/market-intelligence/en/content-fragments/country-states-cf.json,
mi,industry-function,/content/forms/af/spglobal/mi/jp/form-fragments/industry-function,market-intelligence_Company_Type1__c,/api/assets/spglobal/market-intelligence/en/content-fragments/company-type-job-function-mi-cf.json,
mi,product-info,/content/forms/af/spglobal/mi/jp/form-fragments/product-info,market-intelligence_sPProductServiceInterestsCategory,/api/assets/spglobal/market-intelligence/en/content-fragments/critical-business-cf-mi.json,
mi,country-state,/content/forms/af/spglobal/mi/ko/form-fragments/country-state,market-intelligence_complianceCountry,/api/assets/spglobal/market-intelligence/en/content-fragments/country-states-cf.json,
mi,country-state-city,/content/forms/af/spglobal/mi/ko/form-fragments/country-state-city,market-intelligence_complianceCountry,/api/assets/spglobal/market-intelligence/en/content-fragments/country-states-cf.json,
mi,industry-function,/content/forms/af/spglobal/mi/ko/form-fragments/industry-function,market-intelligence_Company_Type1__c,/api/assets/spglobal/market-intelligence/en/content-fragments/company-type-job-function-mi-cf.json,
mi,product-info,/content/forms/af/spglobal/mi/ko/form-fragments/product-info,market-intelligence_sPProductServiceInterestsCategory,/api/assets/spglobal/market-intelligence/en/content-fragments/critical-business-cf-mi.json,
mi,country-state,/content/forms/af/spglobal/mi/pt/form-fragments/country-state,market-intelligence_complianceCountry,/api/assets/spglobal/market-intelligence/en/content-fragments/country-states-cf.json,
mi,country-state-city,/content/forms/af/spglobal/mi/pt/form-fragments/country-state-city,market-intelligence_complianceCountry,/api/assets/spglobal/market-intelligence/en/content-fragments/country-states-cf.json,
mi,industry-function,/content/forms/af/spglobal/mi/pt/form-fragments/industry-function,market-intelligence_Company_Type1__c,/api/assets/spglobal/market-intelligence/en/content-fragments/company-type-job-function-mi-cf.json,
mi,product-info,/content/forms/af/spglobal/mi/pt/form-fragments/product-info,market-intelligence_sPProductServiceInterestsCategory,/api/assets/spglobal/market-intelligence/en/content-fragments/critical-business-cf-mi.json,
mi,country-state,/content/forms/af/spglobal/mi/zh/form-fragments/country-state,market-intelligence_complianceCountry,/api/assets/spglobal/market-intelligence/en/content-fragments/country-states-cf.json,
mi,country-state-city,/content/forms/af/spglobal/mi/zh/form-fragments/country-state-city,market-intelligence_complianceCountry,/api/assets/spglobal/market-intelligence/en/content-fragments/country-states-cf.json,
mi,industry-function,/content/forms/af/spglobal/mi/zh/form-fragments/industry-function,market-intelligence_Company_Type1__c,/api/assets/spglobal/market-intelligence/en/content-fragments/company-type-job-function-mi-cf.json,
mi,product-info,/content/forms/af/spglobal/mi/zh/form-fragments/product-info,market-intelligence_sPProductServiceInterestsCategory,/api/assets/spglobal/market-intelligence/en/content-fragments/critical-business-cf-mi.json,
mobility,ai-form-fragment-ati-section-b,/content/forms/af/spglobal/mobility/automotive-insights-v2/form-fragment/ai-form-fragment-ati-section-b,automotive-insights_Industry,/api/assets/spglobal/mobility/en/automotive-insights/content-fragments/company-type-job-function-miqs-cf.json,
mobility,ai-form-fragment-section-b---contact-data-expert,/content/forms/af/spglobal/mobility/automotive-insights-v2/form-fragment/ai-form-fragment-section-b---contact-data-expert,automotive-insights_Industry,/api/assets/spglobal/mobility/en/automotive-insights/content-fragments/company-type-job-function-miqs-cf.json,
mobility,ai-form-fragment-section-b---contact-scenario-planning,/content/forms/af/spglobal/mobility/automotive-insights-v2/form-fragment/ai-form-fragment-section-b---contact-scenario-planning,automotive-insights_Industry,/api/assets/spglobal/mobility/en/automotive-insights/content-fragments/company-type-job-function-miqs-cf.json,
mobility,ai-form-fragment-section-b---download-data-sample,/content/forms/af/spglobal/mobility/automotive-insights-v2/form-fragment/ai-form-fragment-section-b---download-data-sample,automotive-insights_Industry,/api/assets/spglobal/mobility/en/automotive-insights/content-fragments/company-type-job-function-miqs-cf.json,
mobility,ai-form-fragment-section-b---subscription-hub,/content/forms/af/spglobal/mobility/automotive-insights-v2/form-fragment/ai-form-fragment-section-b---subscription-hub,automotive-insights_Industry,/api/assets/spglobal/mobility/en/automotive-insights/content-fragments/company-type-job-function-miqs-cf.json,
mobility,ai-form-fragment-section-c,/content/forms/af/spglobal/mobility/automotive-insights-v2/form-fragment/ai-form-fragment-section-c,automotive-insights_Country,/api/assets/spglobal/mobility/en/automotive-insights/content-fragments/country-states-cf.json,
mobility,automotive-insights-tti-form,/content/forms/af/spglobal/mobility/automotive-insights-v2/form-fragment/automotive-insights-tti-form,automotive-insights_Country,/api/assets/spglobal/mobility/en/automotive-insights/content-fragments/country-states-cf.json,
mobility,automotive-insights-tti-form,/content/forms/af/spglobal/mobility/automotive-insights-v2/form-fragment/automotive-insights-tti-form,automotive-insights_Industry,/api/assets/spglobal/mobility/en/automotive-insights/content-fragments/company-type-job-function-miqs-cf.json,
mobility,ai-form-fragment-section-b---contact-data-expert,/content/forms/af/spglobal/mobility/automotive-insights/form-fargment/ai-form-fragment-section-b---contact-data-expert,market-intelligence_Industry,/api/assets/spglobal/mobility/en/automotive-insights/content-fragments/company-type-job-function-miqs-cf.json,
mobility,ai-form-fragment-section-b---download-data-sample,/content/forms/af/spglobal/mobility/automotive-insights/form-fargment/ai-form-fragment-section-b---download-data-sample,market-intelligence_Industry,/api/assets/spglobal/mobility/en/automotive-insights/content-fragments/company-type-job-function-miqs-cf.json,
mobility,miqs-form-fragment-section-c,/content/forms/af/spglobal/mobility/automotive-insights/form-fargment/miqs-form-fragment-section-c,market-intelligence_Country,/api/assets/spglobal/mobility/en/automotive-insights/content-fragments/country-states-cf.json,
ratings,personal-info,/content/forms/af/spglobal/ratings/en/form-fragments/dj-ratings-forms-fragment/personal-info,ratings_country,data-ratings-country-state-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/en/form-fragments/dj-ratings-forms-fragment/personal-info,ratings_Customer_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/en/form-fragments/dj-ratings-forms-fragment/personal-info,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,personal-info-registration,/content/forms/af/spglobal/ratings/en/form-fragments/dj-ratings-forms-fragment/personal-info-registration,ratings_country,data-ratings-country-state-cf-servlet,
ratings,personal-info-registration,/content/forms/af/spglobal/ratings/en/form-fragments/dj-ratings-forms-fragment/personal-info-registration,ratings_Customer_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,personal-info-registration,/content/forms/af/spglobal/ratings/en/form-fragments/dj-ratings-forms-fragment/personal-info-registration,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/en/form-fragments/marketoformsfragments/personal-info,ratings_country,data-ratings-country-state-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/en/form-fragments/marketoformsfragments/personal-info,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/en/form-fragments/marketoformsfragments/personal-info,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/en/form-fragments/marketoformsfragments/registration,ratings_country,data-ratings-country-state-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/en/form-fragments/marketoformsfragments/registration,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/en/form-fragments/marketoformsfragments/registration,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/en/form-fragments/personal-info,ratings_country,data-ratings-country-state-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/en/form-fragments/personal-info,ratings_Customer_Expertise,data-ratings-sector-expertise-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/en/form-fragments/personal-info,ratings_Customer_Segment,data-ratings-role-function-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/en/form-fragments/registration,ratings_country,data-ratings-country-state-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/en/form-fragments/registration,ratings_Customer_Expertise,data-ratings-sector-expertise-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/en/form-fragments/registration,ratings_Customer_Segment,data-ratings-role-function-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/contact-sales-form,ratings_country,data-ratings-country-state-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/contact-sales-form,ratings_Customer_Employer_Type__c,data-ratings-institution-type-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/contact-sales-form,ratings_Customer_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/contact-sales-form,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/marketoforms/contact-sales-form,ratings_country,data-ratings-country-state-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/marketoforms/contact-sales-form,ratings_Customer_Employer_Type__c,data-ratings-institution-type-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/marketoforms/contact-sales-form,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/marketoforms/contact-sales-form,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,content-protector,/content/forms/af/spglobal/ratings/en/forms/marketoforms/content-protector,ratings_country,data-ratings-country-state-cf-servlet,
ratings,credit-ratings-contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/marketoforms/credit-ratings-contact-sales-form,ratings_country,data-ratings-country-state-cf-servlet,
ratings,credit-ratings-contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/marketoforms/credit-ratings-contact-sales-form,ratings_Customer_Employer_Type__c,data-ratings-institution-type-cf-servlet,
ratings,credit-ratings-contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/marketoforms/credit-ratings-contact-sales-form,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,credit-ratings-contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/marketoforms/credit-ratings-contact-sales-form,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,res-contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/marketoforms/res-contact-sales-form,ratings_country,data-ratings-country-state-cf-servlet,
ratings,res-contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/marketoforms/res-contact-sales-form,ratings_Customer_Employer_Type__c,data-ratings-institution-type-cf-servlet,
ratings,res-contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/marketoforms/res-contact-sales-form,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,res-contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/marketoforms/res-contact-sales-form,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,spo-contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/marketoforms/spo-contact-sales-form,ratings_country,data-ratings-country-state-cf-servlet,
ratings,spo-contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/marketoforms/spo-contact-sales-form,ratings_Customer_Employer_Type__c,data-ratings-institution-type-cf-servlet,
ratings,spo-contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/marketoforms/spo-contact-sales-form,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,spo-contact-sales-form,/content/forms/af/spglobal/ratings/en/forms/marketoforms/spo-contact-sales-form,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,nsr-contact-sales-form,/content/forms/af/spglobal/ratings/es/form-fragments/marketoformsfragments/nsr-contact-sales-form,ratings_country,data-ratings-country-state-cf-servlet,
ratings,nsr-contact-sales-form,/content/forms/af/spglobal/ratings/es/form-fragments/marketoformsfragments/nsr-contact-sales-form,ratings_Customer_Employer_Type__c,data-ratings-institution-type-cf-servlet,
ratings,nsr-contact-sales-form,/content/forms/af/spglobal/ratings/es/form-fragments/marketoformsfragments/nsr-contact-sales-form,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,nsr-contact-sales-form,/content/forms/af/spglobal/ratings/es/form-fragments/marketoformsfragments/nsr-contact-sales-form,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/es/form-fragments/marketoformsfragments/personal-info,ratings_country,data-ratings-country-state-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/es/form-fragments/marketoformsfragments/personal-info,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/es/form-fragments/marketoformsfragments/personal-info,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/es/form-fragments/marketoformsfragments/registration,ratings_country,data-ratings-country-state-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/es/form-fragments/marketoformsfragments/registration,ratings_Customer_Segment,data-ratings-role-function-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/es/form-fragments/marketoformsfragments/registration,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/es/form-fragments/personal-info,ratings_country,data-ratings-country-state-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/es/form-fragments/personal-info,ratings_Customer_Expertise,data-ratings-sector-expertise-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/es/form-fragments/personal-info,ratings_Customer_Segment,data-ratings-role-function-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/es/form-fragments/registration,ratings_country,data-ratings-country-state-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/es/form-fragments/registration,ratings_Customer_Expertise,data-ratings-sector-expertise-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/es/form-fragments/registration,ratings_Customer_Segment,data-ratings-role-function-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/es/forms/contact-sales-form,ratings_country,data-ratings-country-state-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/es/forms/contact-sales-form,ratings_Customer_Employer_Type,data-ratings-institution-type-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/es/forms/contact-sales-form,ratings_Customer_Expertise,data-ratings-sector-expertise-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/es/forms/contact-sales-form,ratings_Customer_Segment,data-ratings-role-function-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/es/forms/marketoforms/contact-sales-form,ratings_country,data-ratings-country-state-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/es/forms/marketoforms/contact-sales-form,ratings_Customer_Employer_Type__c,data-ratings-institution-type-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/es/forms/marketoforms/contact-sales-form,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/es/forms/marketoforms/contact-sales-form,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,nsr-contact-sales-form,/content/forms/af/spglobal/ratings/es/forms/marketoforms/nsr-contact-sales-form,ratings_country,data-ratings-country-state-cf-servlet,
ratings,nsr-contact-sales-form,/content/forms/af/spglobal/ratings/es/forms/marketoforms/nsr-contact-sales-form,ratings_Customer_Employer_Type__c,data-ratings-institution-type-cf-servlet,
ratings,nsr-contact-sales-form,/content/forms/af/spglobal/ratings/es/forms/marketoforms/nsr-contact-sales-form,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,nsr-contact-sales-form,/content/forms/af/spglobal/ratings/es/forms/marketoforms/nsr-contact-sales-form,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/jp/form-fragments/marketoformsfragments/personal-info,ratings_country,data-ratings-country-state-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/jp/form-fragments/marketoformsfragments/personal-info,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/jp/form-fragments/marketoformsfragments/personal-info,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/jp/form-fragments/marketoformsfragments/registration,ratings_country,data-ratings-country-state-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/jp/form-fragments/marketoformsfragments/registration,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/jp/form-fragments/marketoformsfragments/registration,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/jp/form-fragments/personal-info,ratings_country,data-ratings-country-state-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/jp/form-fragments/personal-info,ratings_Customer_Expertise,data-ratings-sector-expertise-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/jp/form-fragments/personal-info,ratings_Customer_Segment,data-ratings-role-function-cf-servlet,
ratings,personal-info-jp,/content/forms/af/spglobal/ratings/jp/form-fragments/personal-info-jp,ratings_country,data-ratings-country-state-cf-servlet,
ratings,personal-info-jp,/content/forms/af/spglobal/ratings/jp/form-fragments/personal-info-jp,ratings_Customer_Expertise,data-ratings-sector-expertise-cf-servlet,
ratings,personal-info-jp,/content/forms/af/spglobal/ratings/jp/form-fragments/personal-info-jp,ratings_Customer_Segment,data-ratings-role-function-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/jp/form-fragments/registration,ratings_country,data-ratings-country-state-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/jp/form-fragments/registration,ratings_Customer_Expertise,data-ratings-sector-expertise-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/jp/form-fragments/registration,ratings_Customer_Segment,data-ratings-role-function-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/jp/forms/contact-sales-form,ratings_country,data-ratings-country-state-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/jp/forms/contact-sales-form,ratings_Customer_Employer_Type,data-ratings-institution-type-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/jp/forms/contact-sales-form,ratings_Customer_Expertise,data-ratings-sector-expertise-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/jp/forms/contact-sales-form,ratings_Customer_Segment,data-ratings-role-function-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/jp/forms/marketoforms/contact-sales-form,ratings_country,data-ratings-country-state-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/jp/forms/marketoforms/contact-sales-form,ratings_Customer_Employer_Type,data-ratings-institution-type-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/jp/forms/marketoforms/contact-sales-form,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/jp/forms/marketoforms/contact-sales-form,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/pt/form-fragments/marketoformsfragments/personal-info,ratings_country,data-ratings-country-state-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/pt/form-fragments/marketoformsfragments/personal-info,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/pt/form-fragments/marketoformsfragments/personal-info,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/pt/form-fragments/marketoformsfragments/registration,ratings_country,data-ratings-country-state-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/pt/form-fragments/marketoformsfragments/registration,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/pt/form-fragments/marketoformsfragments/registration,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/pt/form-fragments/personal-info,ratings_country,data-ratings-country-state-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/pt/form-fragments/personal-info,ratings_Customer_Expertise,data-ratings-sector-expertise-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/pt/form-fragments/personal-info,ratings_Customer_Segment,data-ratings-role-function-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/pt/form-fragments/registration,ratings_country,data-ratings-country-state-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/pt/form-fragments/registration,ratings_Customer_Expertise,data-ratings-sector-expertise-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/pt/form-fragments/registration,ratings_Customer_Segment,data-ratings-role-function-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/pt/forms/contact-sales-form,ratings_country,data-ratings-country-state-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/pt/forms/contact-sales-form,ratings_Customer_Employer_Type,data-ratings-institution-type-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/pt/forms/contact-sales-form,ratings_Customer_Expertise,data-ratings-sector-expertise-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/pt/forms/contact-sales-form,ratings_Customer_Segment,data-ratings-role-function-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/pt/forms/marketoforms/contact-sales-form,ratings_country,data-ratings-country-state-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/pt/forms/marketoforms/contact-sales-form,ratings_Customer_Employer_Type__c,data-ratings-institution-type-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/pt/forms/marketoforms/contact-sales-form,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/pt/forms/marketoforms/contact-sales-form,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/ru/form-fragments/marketoformsfragments/personal-info,ratings_country,data-ratings-country-state-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/ru/form-fragments/marketoformsfragments/personal-info,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/ru/form-fragments/marketoformsfragments/personal-info,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/ru/form-fragments/marketoformsfragments/registration,ratings_country,data-ratings-country-state-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/ru/form-fragments/marketoformsfragments/registration,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/ru/form-fragments/marketoformsfragments/registration,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/ru/form-fragments/personal-info,ratings_country,data-ratings-country-state-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/ru/form-fragments/personal-info,ratings_Customer_Expertise,data-ratings-sector-expertise-cf-servlet,
ratings,personal-info,/content/forms/af/spglobal/ratings/ru/form-fragments/personal-info,ratings_Customer_Segment,data-ratings-role-function-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/ru/form-fragments/registration,ratings_country,data-ratings-country-state-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/ru/form-fragments/registration,ratings_Customer_Expertise,data-ratings-sector-expertise-cf-servlet,
ratings,registration,/content/forms/af/spglobal/ratings/ru/form-fragments/registration,ratings_Customer_Segment,data-ratings-role-function-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/ru/forms/contact-sales-form,ratings_country,data-ratings-country-state-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/ru/forms/contact-sales-form,ratings_Customer_Employer_Type,data-ratings-institution-type-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/ru/forms/contact-sales-form,ratings_Customer_Expertise,data-ratings-sector-expertise-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/ru/forms/contact-sales-form,ratings_Customer_Segment,data-ratings-role-function-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/ru/forms/marketoforms/contact-sales-form,ratings_country,data-ratings-country-state-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/ru/forms/marketoforms/contact-sales-form,ratings_Customer_Employer_Type__c,data-ratings-institution-type-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/ru/forms/marketoforms/contact-sales-form,ratings_Customer_Segment__c,data-ratings-role-function-cf-servlet,
ratings,contact-sales-form,/content/forms/af/spglobal/ratings/ru/forms/marketoforms/contact-sales-form,ratings_Sector_Expertise__c,data-ratings-sector-expertise-cf-servlet,
sustainable1,name-email-company-phone-address,/content/forms/af/spglobal/sustainable1/en/form-fragments/name-email-company-phone-address,sustainable1_Country,data-ci-country-states-cf-servlet,
